Running 100000 scrambles
   Scramble 1   	    1     	0.08312249183654785
   Scramble 2   	    1     	0.06452393531799316
   Scramble 3   	    1     	0.08904314041137695
   Scramble 4   	    1     	0.12788867950439453
   Scramble 5   	    1     	0.11017751693725586
   Scramble 6   	    1     	0.08477330207824707
   Scramble 7   	    1     	0.053327322006225586
   Scramble 8   	    1     	0.061276912689208984
   Scramble 9   	    1     	0.27903175354003906
  Scramble 10   	    1     	0.08591580390930176
  Scramble 11   	    1     	0.05750393867492676
  Scramble 12   	    1     	0.05989813804626465
  Scramble 13   	    1     	0.059186697006225586
  Scramble 14   	    1     	0.07523798942565918
  Scramble 15   	    1     	0.13209152221679688
  Scramble 16   	    1     	0.11818718910217285
  Scramble 17   	    1     	0.09267258644104004
  Scramble 18   	    1     	0.3774535655975342
  Scramble 19   	    1     	0.20862770080566406
  Scramble 20   	    1     	0.07385444641113281
  Scramble 21   	    1     	0.09368181228637695
  Scramble 22   	    1     	0.08525705337524414
  Scramble 23   	    1     	0.0556337833404541
  Scramble 24   	    1     	0.046534061431884766
  Scramble 25   	    1     	0.08841633796691895
  Scramble 26   	    1     	0.06164121627807617
  Scramble 27   	    1     	0.24912500381469727
  Scramble 28   	    1     	0.05383038520812988
  Scramble 29   	    1     	0.06141209602355957
  Scramble 30   	    1     	0.08317828178405762
  Scramble 31   	    1     	0.12573528289794922
  Scramble 32   	    1     	0.05696749687194824
  Scramble 33   	    1     	0.08396053314208984
  Scramble 34   	    1     	0.09629535675048828
  Scramble 35   	    1     	0.05945110321044922
  Scramble 36   	    1     	0.09488344192504883
  Scramble 37   	    1     	0.08113932609558105
  Scramble 38   	    1     	0.1461796760559082
  Scramble 39   	    1     	0.07426619529724121
  Scramble 40   	    1     	0.0631253719329834
  Scramble 41   	    1     	0.052085161209106445
  Scramble 42   	    1     	0.07124972343444824
  Scramble 43   	    1     	0.09864568710327148
  Scramble 44   	    1     	0.1717061996459961
  Scramble 45   	    1     	0.05866122245788574
  Scramble 46   	    1     	0.07483148574829102
  Scramble 47   	    1     	0.12790393829345703
  Scramble 48   	    1     	0.05605649948120117
  Scramble 49   	    1     	0.5316622257232666
  Scramble 50   	    1     	0.5849745273590088
  Scramble 51   	    1     	0.1090400218963623
  Scramble 52   	    1     	0.17232418060302734
  Scramble 53   	    1     	0.17988204956054688
  Scramble 54   	    1     	0.19028830528259277
  Scramble 55   	    1     	0.24916291236877441
  Scramble 56   	    1     	0.08180737495422363
  Scramble 57   	    1     	0.1621551513671875
  Scramble 58   	    1     	0.26497316360473633
  Scramble 59   	    1     	0.14070415496826172
  Scramble 60   	    1     	0.4941444396972656
  Scramble 61   	    1     	0.5373272895812988
  Scramble 62   	    1     	0.3417036533355713
  Scramble 63   	    1     	0.6773309707641602
  Scramble 64   	    1     	0.20571327209472656
  Scramble 65   	    1     	0.273043155670166
  Scramble 66   	    1     	0.43757057189941406
  Scramble 67   	    1     	0.11769318580627441
  Scramble 68   	    1     	0.17723822593688965
  Scramble 69   	    1     	0.11589217185974121
  Scramble 70   	    1     	0.09991145133972168
  Scramble 71   	    1     	0.1542658805847168
  Scramble 72   	    1     	0.1525251865386963
  Scramble 73   	    1     	0.22570443153381348
  Scramble 74   	    1     	0.36528539657592773
  Scramble 75   	    1     	0.16951704025268555
  Scramble 76   	    1     	0.07330846786499023
  Scramble 77   	    1     	0.353604793548584
  Scramble 78   	    1     	0.30444955825805664
  Scramble 79   	    1     	0.15562963485717773
  Scramble 80   	    1     	0.13319635391235352
  Scramble 81   	    1     	0.36629748344421387
  Scramble 82   	    1     	0.30703091621398926
  Scramble 83   	    1     	0.15035462379455566
  Scramble 84   	    1     	0.24451184272766113
  Scramble 85   	    1     	0.15177249908447266
  Scramble 86   	    1     	0.10963058471679688
  Scramble 87   	    1     	0.10263991355895996
  Scramble 88   	    1     	0.22056341171264648
  Scramble 89   	    1     	0.08481955528259277
  Scramble 90   	    1     	0.06003618240356445
  Scramble 91   	    1     	0.201263427734375
  Scramble 92   	    1     	0.06181526184082031
  Scramble 93   	    1     	0.10776567459106445
  Scramble 94   	    1     	0.09451580047607422
  Scramble 95   	    1     	0.0828864574432373
  Scramble 96   	    1     	0.052336931228637695
  Scramble 97   	    1     	0.06018567085266113
  Scramble 98   	    1     	0.07454824447631836
  Scramble 99   	    1     	0.17136740684509277
  Scramble 100  	    1     	0.05631375312805176
  Scramble 101  	    1     	0.06715703010559082
  Scramble 102  	    1     	0.060392141342163086
  Scramble 103  	    1     	0.04903554916381836
  Scramble 104  	    1     	0.08626532554626465
  Scramble 105  	    1     	0.1160280704498291
  Scramble 106  	    1     	0.04841446876525879
  Scramble 107  	    1     	0.21315360069274902
  Scramble 108  	    1     	0.0806732177734375
